Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
PI040307AA4D026940,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7pvyaqt2,2019-08-03T10:04:57.000Z,2019-09-22T11:17:50.000Z
PI040307AA4E029677,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vsdzq6ah,2019-07-29T11:17:06.000Z,2019-08-21T09:31:20.000Z
PI040307AA4E028951,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a2aqd89g,2019-07-29T11:14:52.000Z,2019-08-21T10:29:20.000Z
PI040307AA4E028854,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9nv7fzy6,2019-07-29T11:18:46.000Z,2019-08-21T09:33:00.000Z
PI040307AA4C023191,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0q7ffy74,2019-07-29T11:18:53.000Z,2019-09-22T11:31:34.000Z
PI040307AA4C022855,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hgk9f03h,2019-07-29T11:19:14.000Z,2019-08-21T11:03:22.000Z
PI040307AA4C022858,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_swsggq4z,2019-07-29T11:12:47.000Z,2019-08-21T08:57:08.000Z
PI040307AA4C022744,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_65d24gmy,2019-07-29T10:31:52.000Z,2019-08-14T11:01:28.000Z
PI040307AA4C025210,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g6ff7hxb,2019-07-29T11:13:54.000Z,2019-08-14T10:13:38.000Z
PI040307AA4C023725,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qt1dryfd,2019-07-29T11:25:09.000Z,2019-08-21T10:54:28.000Z
PI040307AA4C022746,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fb56ne4w,2019-07-29T11:16:50.000Z,2019-08-20T11:31:22.000Z
PI040307AA4C022873,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_48ffah7j,2019-07-29T11:23:59.000Z,2019-08-21T11:08:24.000Z
PI040307AA4C022954,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xk61t3gp,2019-07-29T11:15:43.000Z,2019-08-21T11:00:01.000Z
PI040307AA4C024970,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mpts2mf6,2019-07-29T11:18:46.000Z,2019-08-21T10:18:14.000Z
PI040307AA4C022951,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vgznv264,2019-07-29T11:06:01.000Z,2019-08-21T09:20:10.000Z
PI040307AA4C023077,16.499,45.771,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dzbaf5dr,2019-07-29T11:08:03.000Z,2019-08-14T10:22:41.000Z
PI040307AA4C024727,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qx5bq7md,2019-07-29T11:21:50.000Z,2019-08-14T12:06:35.000Z
"PI040307AD5I204719. FuturePractice:,Id:896,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:26-50%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Orchard,Latitude:39.1120834,Longitude:21.0684566,ParcelSize:0.5  1 ha,Photos:,SensorId:16B7,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-20T16:46:15.197726+00:",0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jsrd9bx4,2019-07-20T16:56:27.000Z,2019-09-30T15:51:29.000Z
"PI040307AD5I203766. FuturePractice:,Id:895,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:26-50%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Orchard,Latitude:39.1145134,Longitude:21.0683765,ParcelSize:0.01  0.5 ha,Photos:,SensorId:4E1F,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-20T16:19:05.801001+00:",0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hm43efxy,2019-07-20T16:27:52.000Z,2019-09-30T15:38:14.000Z
"PI040307AD5G201916. FuturePractice:,Id:880,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Orchard,Latitude:39.1064835,Longitude:21.0667839,ParcelSize:0.01  0.5 ha,Photos:,SensorId:5F85,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-11T16:39:27.403674+00:",0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xk6s5623,2019-07-11T16:49:25.000Z,2019-09-30T16:01:09.000Z
PI040307AD5I203712,21.211,39.332,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cakb3te5,2019-07-11T11:37:46.000Z,2019-10-31T06:27:47.000Z
"PI040307AA4E027397. FuturePractice:,Id:1095,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.99866,Longitude:15.7051878,ParcelSize:0.01  0.5 ha,Photos:,SensorId:M2,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-19T10:57:00.206799+00:",15.704,50.999,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_de62t41x,2019-07-30T20:46:41.000Z,2019-10-28T15:26:49.000Z
"PI040307AA4E027694. FuturePractice:,Id:1093,LandCoverOverlay:,LandCoverTypes:,LandManagement:,LandUseArea:,LandUseSpot:,Latitude:,Longitude:,ParcelSize:,Photos:,SensorId:M3,SensorMissionManagement:,SensorOnMulchedGround:,SensorOvergrown:,SensorShadedByTrees:,SlopeAspect:,SlopePosition:,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-19T10:55:10.549079+00:",15.704,50.999,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mk3t2pdf,2019-07-30T20:59:47.000Z,2019-10-28T15:25:33.000Z
"PI040307AA4E027508. FuturePractice:,Id:1084,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Orchard,Latitude:50.9988976,Longitude:15.704051,ParcelSize:501  1000 sqm,Photos:,SensorId:M1,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-14T11:29:30.14542+00:",15.706,51.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dh3antps,2019-07-30T20:36:57.000Z,2019-10-28T15:21:22.000Z
"PI040307AA4E027660. FuturePractice:,Id:1052,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8829842,Longitude:15.5622683,ParcelSize:1  5 ha,Photos:,SensorId:B101,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:NW,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-07T13:30:13.934458+00:",15.561,50.884,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pkttphqv,2019-08-09T17:08:16.000Z,2019-10-28T12:01:51.000Z
"PI040307AA4E029408. FuturePractice:,Id:1051,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8844376,Longitude:15.561882,ParcelSize:1  5 ha,Photos:,SensorId:B100,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:NW,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-07T13:24:07.350011+00:",15.562,50.884,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ey7wj7rx,2019-08-07T13:12:27.000Z,2019-08-11T11:27:27.000Z
PI040298AD5I211820,-17.923,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rw86erjb,2019-07-12T09:25:50.000Z,2019-10-07T14:50:08.000Z
"PI040307AA4E028736. FuturePractice:,Id:1076,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.8097725,Longitude:15.6151714,ParcelSize:> 10 ha,Photos:,SensorId:K006,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-12T06:18:45.247104+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ky30q3hn,2019-08-09T08:15:10.000Z,2019-10-25T11:04:05.000Z
"PI040307AA4E028713. FuturePractice:,Id:1059,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.8094749,Longitude:15.6147547,ParcelSize:> 10 ha,Photos:,SensorId:K008,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-09T09:23:58.612786+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zwfscr6p,2019-08-09T08:47:57.000Z,2019-10-25T10:52:21.000Z
"PI040307AA4E028308. FuturePractice:,Id:1058,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.8096657,Longitude:15.6149168,ParcelSize:> 10 ha,Photos:,SensorId:K007,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-09T09:21:03.765424+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8mv7eh47,2019-08-09T08:41:19.000Z,2019-10-11T12:08:35.000Z
"PI040307AA4E029861. FuturePractice:,Id:1081,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.8095551,Longitude:15.6144228,ParcelSize:> 10 ha,Photos:,SensorId:K005,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-12T06:19:21.619418+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8qz1d2ee,2019-08-09T08:27:17.000Z,2019-09-06T11:23:14.000Z
"PI040307AA4E028451. FuturePractice:,Id:1069,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.8087273,Longitude:15.614624,ParcelSize:> 10 ha,Photos:,SensorId:K001,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-12T06:17:47.787475+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b1q7hb8f,2019-08-09T07:49:45.000Z,2019-10-25T10:44:29.000Z
"PI040307AA4E028915. FuturePractice:,Id:1060,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.80929,Longitude:15.6151762,ParcelSize:> 10 ha,Photos:,SensorId:K009,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-09T09:27:39.406943+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0jwzrb2t,2019-08-09T08:55:34.000Z,2019-10-25T10:50:34.000Z
"PI040307AA4E028588. FuturePractice:,Id:1057,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.8093071,Longitude:15.6143637,ParcelSize:> 10 ha,Photos:,SensorId:K004,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-09T09:18:15.624029+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bd1tvjpd,2019-08-09T08:34:16.000Z,2019-10-25T10:57:27.000Z
"PI040307AA4E028882. FuturePractice:,Id:1075,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.80862,Longitude:15.6146374,ParcelSize:> 10 ha,Photos:,SensorId:K003,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-12T06:18:36.875177+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dfgx4chk,2019-08-09T08:08:41.000Z,2019-10-11T12:05:28.000Z
"PI040307AA4E029197. FuturePractice:,Id:1074,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.80898,Longitude:15.6148643,ParcelSize:> 10 ha,Photos:,SensorId:K002,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-12T06:18:27.025224+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cbvm7zhx,2019-08-09T08:01:31.000Z,2019-10-25T10:45:42.000Z
PI040307AA4E028174,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_31jwd22n,2019-08-05T10:58:52.000Z,2019-08-21T09:13:29.000Z
PI040307AA4C023129,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a1kjwzn8,2019-07-29T11:20:44.000Z,2019-08-21T11:05:14.000Z
PI040307AA4E028317,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ddvvmfsn,2019-07-29T12:48:53.000Z,2019-08-14T10:33:46.000Z
PI040307AD5I203022,20.772,48.187,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3xst61rc,2019-05-25T12:22:42.000Z,2019-08-12T06:22:42.000Z
PI040298AD5I212860,-17.913,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a65avamd,2019-08-13T10:53:34.000Z,2019-10-18T13:49:50.000Z
PI040307AD5G201059,21.05,39.267,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xzvk3wv9,2019-07-14T11:14:45.000Z,2019-10-16T08:10:26.000Z
PI040307AA4E029663,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ntqk27fs,2019-07-29T11:25:04.000Z,2019-08-21T10:24:37.000Z
PI040307AA4E027519,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9ydh5psf,2019-08-03T11:22:38.000Z,2019-08-14T10:22:38.000Z
PI040307AA4E027842,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_41hqq9ng,2019-07-29T11:22:43.000Z,2019-08-21T11:07:23.000Z
PI040307AA4E029406,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qh78b8dd,2019-07-29T12:50:24.000Z,2019-08-14T10:20:24.000Z
PI040307AA4E029407,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8sqpkgsa,2019-07-29T11:21:01.000Z,2019-08-21T09:20:40.000Z
PI040307AA4E029953,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zaw52ftz,2019-07-29T11:09:50.000Z,2019-08-21T10:39:27.000Z
PI040307AA4E029836,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n00v7z93,2019-07-29T12:40:34.000Z,2019-08-21T08:40:06.000Z
PI040307AA4E029682,16.5,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tmyjavfb,2019-07-29T13:09:08.000Z,2019-08-21T10:38:42.000Z
PI040307AA4D026305,16.499,45.836,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8yfqavyq,2019-08-03T09:59:40.000Z,2019-08-21T10:29:24.000Z
PI040307AA4C023412,16.47,45.837,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t8psze9q,2019-07-29T11:12:28.000Z,2019-08-21T11:12:03.000Z
PI040307AA4C024958,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9gcahbzh,2019-07-29T11:20:26.000Z,2019-08-21T09:35:08.000Z
PI040307AD5G200519,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qz1rdktj,2019-07-14T16:07:58.000Z,2019-09-25T16:18:29.000Z
PI040298AD5I210761,20.981,39.162,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tex7qh9t,2019-07-30T15:21:49.000Z,2019-08-14T16:51:49.000Z
"PI040298AD5G200990. FuturePractice:,Id:1061,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:49.56289,Longitude:6.143012,ParcelSize:1  5 ha,Photos:,SensorId:LUX-HES04b,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:N,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-09T09:45:18.524006+00:",6.151,49.573,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z1k94gdh,2019-08-09T09:51:49.000Z,2019-10-31T09:57:52.000Z
"PI040307AA4E029224. FuturePractice:,Id:1031,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.89034,Longitude:15.5591459,ParcelSize:1  5 ha,Photos:,SensorId:B065,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-06T12:01:12.69125+00:",15.559,50.89,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vb6ssnd3,2019-08-06T12:05:20.000Z,2019-09-12T13:33:38.000Z
"PI040307AA4E027727. FuturePractice:,Id:1003,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8897667,Longitude:15.5615921,ParcelSize:0.5  1 ha,Photos:,SensorId:B058,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:SE,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-06T10:15:51.045498+00:",15.562,50.89,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gdh714ds,2019-08-06T10:11:35.000Z,2019-09-12T13:39:43.000Z
"PI040307AA4E027112. FuturePractice:,Id:1001,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8896523,Longitude:15.562005,ParcelSize:0.5  1 ha,Photos:,SensorId:B056,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:SE,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-06T10:06:42.594278+00:",15.564,50.889,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mjrvv9cf,2019-08-06T09:54:31.000Z,2019-09-12T13:22:45.000Z
"PI040307AA4E029595. FuturePractice:,Id:1000,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8894348,Longitude:15.5619516,ParcelSize:0.5  1 ha,Photos:,SensorId:B055,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:SE,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-06T10:02:00.864842+00:",15.563,50.889,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_435sdtdy,2019-08-06T09:58:11.000Z,2019-09-12T13:26:08.000Z
"PI040307AA4E027878. FuturePractice:,Id:996,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8897324,Longitude:15.5619678,ParcelSize:0.5  1 ha,Photos:,SensorId:B054,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-06T09:45:56.167118+00:",15.562,50.89,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cwmwkvyz,2019-08-06T09:34:14.000Z,2019-08-16T16:33:35.000Z
"PI040307AA4E027439. FuturePractice:,Id:994,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:50.8899956,Longitude:15.5627136,ParcelSize:0.5  1 ha,Photos:,SensorId:B049,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:N,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-06T09:26:42.387582+00:",15.563,50.89,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jtav50rn,2019-08-06T09:20:02.000Z,2019-09-12T13:33:15.000Z
